ID,Name,Age,Gender,DOB,City,Country,Income,Income_in_thousands,Marital_Status,Employment_Status,Num_Children,Education_Level,Health_Status,Height,Weight,BMI,Has_DL,Owns_Vehicle,Blood_Group,Smoker,Alcohol_Consumption,Last_Physical_Checkup,Email,Phone_Number,Allergies,Credit_Score,Life_Insurance,Health_Insurance
109,"Brittney King",40,Female,1985-04-03,Kyoto,Japan,124355.70,124.36,Married,Self-employed,0,Master,Fair,1.67,82.80,29.69,0,0,A+,1,Often,2022-11-24,brittney.king@outlook.com,+810241391195,Dairy,824,1,0
110,"Chris Rodriguez",20,Male,2005-01-21,Manchester,"United Kingdom",59581.32,59.58,Divorced,Employed,3,"High School",Poor,1.95,82.25,21.63,1,1,AB+,0,Rarely,2021-08-02,chris.rodriguez@hotmail.com,+448368324542,Nuts,637,0,1
111,"Breanna Parrish",61,Female,1964-05-23,Singapore,Singapore,73304.19,73.30,Widowed,Retired,0,Master,Poor,1.59,51.23,20.26,1,0,O-,1,Rarely,2022-09-26,breanna.parrish@gmail.com,+6515596643,None,344,0,0
112,"Christine Hernandez",21,Female,2004-07-05,Melbourne,Australia,113165.32,113.17,Single,Self-employed,5,NULL,Poor,1.97,105.35,27.15,1,1,B+,1,Often,2021-06-17,christine.hernandez@gmail.com,NULL,None,571,0,0
113,"Regina Roberts",31,Female,1994-02-15,"Los Angeles","United States",141697.92,141.70,Widowed,Employed,-3,PhD,Good,1.95,83.46,21.95,1,0,AB+,1,Never,2022-07-13,regina.roberts@hotmail.com,+14302743055,Dairy,732,1,0
114,"Christopher Hughes",29,Male,1996-11-05,Berlin,Germany,78685.20,78.69,Single,Self-employed,4,Master,Poor,1.73,64.17,21.44,0,0,O-,1,Occasionally,2022-10-27,christopher.hughes@yahoo.com,+495180598787,None,503,0,0
115,"Leonard Mueller",68,Male,1957-12-30,Delhi,India,102699.83,102.70,Widowed,Retired,3,PhD,Good,1.83,70.83,21.15,0,0,B+,0,Often,2020-09-11,leonard.mueller@yahoo.com,+911500646426,Shellfish,848,1,0
116,"Denise Hood",41,Female,1984-06-22,Lyon,France,73588.85,73.59,Married,Unemployed,0,Master,Poor,1.74,114.73,37.89,1,0,O+,0,Never,2021-10-26,denise.hood@outlook.com,+33691881518,Pollen,670,1,1
117,"Shannon Odonnell",62,Female,1963-05-15,Tokyo,Japan,112740.82,112.74,Widowed,Retired,0,Bachelor,Poor,1.78,86.43,27.28,1,1,O-,1,Rarely,2020-08-15,shannon.odonnell@hotmail.com,+810358802340,Pollen,303,0,0
118,"Denise Wilson",71,Female,1954-01-01,Munich,Germany,91889.75,91.89,Married,Retired,0,Master,Poor,NULL,74.72,NULL,0,0,A-,1,Never,2022-03-27,denise.wilson@outlook.com,+491527105866,None,322,1,0
119,"Thomas Carter",56,Male,1969-04-22,London,"United Kingdom",79752.70,79.75,Divorced,Unemployed,0,Bachelor,Excellent,1.70,66.22,22.91,1,0,B-,1,Often,2023-01-08,thomas.carter@hotmail.com,NULL,Dairy,340,0,0
120,"Roberta Peterson",55,Female,1970-03-08,Hamburg,Germany,80633.30,80.63,Married,Unemployed,-4,Master,Excellent,1.90,108.11,29.95,0,0,A+,0,Occasionally,2022-01-10,roberta.peterson@yahoo.com,+497721089510,Nuts,365,1,1
121,"Albert Malone",59,Male,1966-04-20,London,"United Kingdom",76587.20,76.59,Divorced,Unemployed,0,PhD,Fair,1.89,NULL,NULL,0,0,A+,0,Rarely,2022-06-16,albert.malone@outlook.com,+440660597974,Pollen,513,0,1
122,"Lawrence Castro",35,Male,1990-10-22,Singapore,Singapore,43414.61,43.41,Divorced,Unemployed,0,PhD,Fair,1.55,55.11,22.94,0,0,O+,1,Occasionally,2023-08-21,lawrence.castro@gmail.com,+6548762898,Dairy,625,0,0
123,"Victoria Cross",-10,Female,1960-06-04,"Saint Petersburg",Russia,50142.07,50.14,Married,Retired,-1,PhD,Good,1.69,50.26,17.60,0,0,AB+,1,Occasionally,2020-07-14,victoria.cross@hotmail.com,+78648266120,Shellfish,809,0,1
124,"James Wells",34,"Prefer not to say",1991-12-09,Vancouver,Canada,77773.26,77.77,Married,Employed,4,PhD,Fair,1.79,84.50,26.37,1,0,AB+,0,Often,2023-07-14,james.wells@gmail.com,+11939101454,None,628,0,1
125,"Jeremy Johnson",24,Male,2001-08-18,Berlin,Germany,116306.08,116.31,Divorced,Unemployed,0,Bachelor,Poor,1.66,117.20,42.53,1,1,AB-,1,Often,2020-10-21,jeremy.johnson@yahoo.com,+490142795215,None,779,1,0
126,"Desiree Wright",23,Female,2002-03-22,Berlin,Germany,124736.88,124.74,Widowed,Unemployed,0,Bachelor,Fair,1.54,78.28,33.01,1,0,A-,0,Occasionally,2020-03-14,desiree.wright@outlook.com,+499446034364,Dairy,422,1,1
127,"Richard Francis",66,Non-binary,1959-08-23,Berlin,Germany,62492.58,62.49,Married,Retired,2,Bachelor,Good,1.83,73.23,21.87,1,0,AB-,0,Occasionally,2022-10-23,richard.francis@hotmail.com,+492124941232,Pollen,643,0,0
128,"Anthony Garza",62,Male,1963-12-27,"Chiang Mai",Thailand,95269.85,95.27,Single,Retired,0,PhD,Fair,1.83,64.28,19.19,1,0,B-,0,Occasionally,2023-06-28,anthony.garza@gmail.com,+66487170026,Shellfish,541,1,0
129,"Cameron Everett",21,Male,2004-03-08,Phoenix,"United States",120645.55,120.65,Divorced,Self-employed,3,"High School",Good,1.68,64.89,22.99,1,1,B-,1,Occasionally,2023-05-28,cameron.everett@outlook.com,+16369292520,Shellfish,811,1,0
130,"Levi Mclaughlin",61,Male,1964-05-14,Lyon,France,99936.58,99.94,Married,Retired,0,PhD,Good,1.68,116.90,41.42,1,0,O-,1,Never,2023-07-05,levi.mclaughlin@yahoo.com,+33784379079,Nuts,451,0,0
131,"Jon Obrien",NULL,NULL,1988-07-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,jon.obrien@gmail.com,NULL,NULL,NULL,NULL,NULL
132,"Kyle Downs",29,Male,1996-11-15,"Abu Dhabi","United Arab Emirates",119889.79,119.89,Divorced,Employed,0,Bachelor,Poor,1.83,116.33,34.74,1,1,O-,1,Never,2023-09-27,kyle.downs@outlook.com,+971743717379,Pollen,585,0,1
133,"William Wiggins",45,Male,1980-12-08,Toronto,Canada,60283.69,60.28,Single,Unemployed,0,Master,Fair,1.76,108.94,35.17,0,0,AB-,1,Often,2022-05-18,william.wiggins@hotmail.com,+19696641079,Shellfish,369,0,0
134,"Rachel Garcia",61,Female,1964-06-11,Rome,Italy,123767.37,123.77,Married,Retired,0,PhD,Fair,1.90,71.43,19.79,1,1,B-,1,Rarely,2020-11-27,rachel.garcia@outlook.com,+397732160711,Dairy,475,0,0
135,"Nicholas Johnson",75,Male,1950-03-17,"New York","United States",127969.41,127.97,Divorced,Retired,3,PhD,Good,1.80,87.67,27.06,0,0,B+,1,Rarely,2021-07-10,NULL,+11658576091,Dairy,523,1,0
136,"Tyler Peters",49,Non-binary,1976-08-13,Melbourne,Australia,68936.01,68.94,Single,Unemployed,0,PhD,Good,1.98,NULL,NULL,1,0,A+,0,Often,2021-08-19,tyler.peters@gmail.com,+61552967015,None,540,0,0
137,"Andrea Medina",NULL,NULL,1993-07-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,andrea.medina@hotmail.com,NULL,NULL,NULL,NULL,NULL
138,"Amanda Crawford",66,Female,1959-05-09,"Abu Dhabi","United Arab Emirates",119391.27,119.39,Widowed,Retired,0,PhD,Excellent,1.84,53.30,15.74,1,0,O-,1,Never,2020-11-28,amanda.crawford@gmail.com,+971187940920,Shellfish,429,1,0
139,"Veronica Kaufman",21,Female,2004-03-14,Chicago,"United States",136090.35,136.09,Divorced,Employed,0,"High School",Poor,1.64,109.75,40.81,0,0,O+,1,Occasionally,2022-04-20,veronica.kaufman@yahoo.com,+13475912449,None,371,1,0
140,"Antonio Mcdaniel",61,Male,1964-03-30,Houston,"United States",114901.74,114.90,Married,Retired,5,PhD,Good,1.84,69.59,20.55,1,0,B-,0,Often,2021-05-04,antonio.mcdaniel@outlook.com,NULL,Shellfish,791,0,0
141,"Geoffrey Klein",74,"Prefer not to say",1951-03-10,Houston,"United States",70337.45,70.34,Divorced,Retired,3,PhD,Excellent,1.51,62.00,27.19,1,NULL,AB-,0,Occasionally,2022-05-04,NULL,+14255702998,None,542,0,0
142,"Shannon Brown",NULL,NULL,1980-07-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,shannon.brown@outlook.com,NULL,NULL,NULL,NULL,NULL
143,"Sharon Williams",72,Female,1953-12-26,Delhi,India,37812.78,37.81,Single,Retired,0,Master,Poor,1.95,NULL,NULL,0,0,B-,0,Often,2023-07-07,sharon.williams@yahoo.com,+912936793402,None,779,1,0
144,"Jo Macdonald",26,"Prefer not to say",1999-11-12,Manchester,"United Kingdom",71782.37,71.78,Widowed,Employed,4,Master,Fair,1.81,56.98,17.39,1,0,A+,1,Occasionally,2022-03-27,jo.macdonald@yahoo.com,+440926967724,Pollen,500,1,0
145,"Michael Pearson",21,"Prefer not to say",2004-03-16,Berlin,Germany,37796.14,37.80,Married,Employed,0,"High School",Good,1.91,111.34,30.52,1,0,A+,0,Occasionally,2022-04-04,michael.pearson@gmail.com,+490774344798,Nuts,783,1,1
146,"Mrs. Nicole Morales DVM",67,Female,1958-01-27,"Abu Dhabi","United Arab Emirates",92338.38,92.34,Married,Retired,0,Master,Good,1.84,NULL,NULL,0,0,AB-,1,Occasionally,2022-05-12,mrs..dvm@yahoo.com,+971365480394,Shellfish,316,0,0
147,"Margaret Smith",57,Female,1968-11-11,Kyoto,Japan,36234.95,36.23,Married,Self-employed,0,Master,Excellent,1.89,115.84,32.43,1,1,B+,1,Occasionally,2023-07-20,margaret.smith@gmail.com,+812164043470,None,395,1,0
148,"James Morgan",36,Male,1989-03-23,Houston,"United States",88445.17,88.45,Married,Self-employed,1,PhD,Fair,2.00,74.03,18.51,0,0,AB+,1,Occasionally,2022-05-29,james.morgan@outlook.com,+18222371615,None,809,1,1
149,"Jimmy Peters",22,Male,2003-11-09,Kyoto,Japan,75091.26,75.09,Widowed,Unemployed,3,NULL,Good,1.54,84.60,35.67,1,0,B-,1,Often,2023-11-19,jimmy.peters@hotmail.com,+815650852076,Shellfish,438,0,1
150,"Adam Jordan",NULL,Male,1981-08-22,"Saint Petersburg",Russia,30612.24,30.61,Divorced,Self-employed,3,PhD,Fair,NULL,76.02,NULL,0,0,A+,1,Rarely,2022-12-23,adam.jordan@gmail.com,+75016896709,Pollen,303,1,0
151,"Richard Williams",60,Male,1965-07-15,Delhi,India,135724.76,135.72,Widowed,NULL,4,Master,Fair,1.57,91.93,37.30,0,0,A-,1,Often,2023-09-12,richard.williams@hotmail.com,+911462204342,Nuts,599,0,1
152,"Daryl Valencia",39,Male,1986-03-31,"Saint Petersburg",Russia,57680.44,57.68,Single,Self-employed,0,PhD,Excellent,1.81,72.54,22.14,0,0,A-,0,Rarely,2022-10-10,daryl.valencia@hotmail.com,+76573242591,None,526,0,1
153,"Ashley Garcia",42,Non-binary,1983-04-04,Melbourne,Australia,132545.69,132.55,Widowed,Employed,3,NULL,Fair,1.71,113.15,38.70,1,0,B-,1,Occasionally,2020-03-13,ashley.garcia@gmail.com,+61432897337,Pollen,806,1,1
154,"Kimberly Haley",50,Female,1975-12-16,Berlin,Germany,34468.82,34.47,Widowed,Self-employed,1,Master,Good,1.85,112.10,32.75,1,1,A+,1,Occasionally,2020-07-23,kimberly.haley@outlook.com,+491542610898,Shellfish,324,0,0
155,"Caleb Hunter",70,"Prefer not to say",1955-02-28,Houston,"United States",73327.85,73.33,Divorced,Retired,2,PhD,Excellent,1.59,85.70,33.90,1,1,O-,1,Often,2022-03-17,caleb.hunter@outlook.com,+14781887061,None,816,0,1
156,"Kevin Bell",72,"Prefer not to say",1953-08-06,Toronto,Canada,142024.40,142.02,Divorced,Retired,0,Master,Excellent,1.96,97.30,25.33,1,0,A+,1,Never,2023-05-29,kevin.bell@yahoo.com,+12996134572,Nuts,768,1,1
157,"Christopher Burch",44,Non-binary,1981-01-15,Vancouver,Canada,58036.50,58.04,Married,Unemployed,4,Master,Excellent,1.78,66.18,20.89,0,0,A-,0,Never,2020-09-24,christopher.burch@gmail.com,+16927930048,Dairy,525,1,0
158,"Karl Bishop",36,"Prefer not to say",1989-12-16,Tokyo,Japan,81298.41,81.30,Widowed,Employed,2,NULL,Poor,1.79,96.61,30.15,1,1,B-,1,Rarely,2021-10-05,karl.bishop@gmail.com,+818460223225,Shellfish,699,1,1
159,"David Pena",22,Male,2003-05-06,Chicago,"United States",144768.32,144.77,Widowed,Self-employed,0,Bachelor,Excellent,1.84,67.52,19.94,0,0,A+,1,Often,2020-06-13,david.pena@hotmail.com,+12281965140,Dairy,709,0,1
160,"Katherine Fowler PhD",58,Female,1967-05-08,Delhi,India,141898.40,141.90,Widowed,Self-employed,3,Master,Good,1.58,76.58,30.68,1,1,A+,1,Often,2021-10-27,katherine.phd@yahoo.com,+915413273866,Pollen,804,1,1
161,"Elaine Thomas",61,Female,1964-06-12,"Chiang Mai",Thailand,43660.44,43.66,Widowed,Retired,3,PhD,Good,1.68,100.26,35.52,1,1,AB-,0,Occasionally,2022-01-30,elaine.thomas@gmail.com,+66595749329,None,639,1,0
162,"Thomas Johnson",46,Male,1979-09-16,Vancouver,Canada,130821.57,130.82,Married,Self-employed,0,Bachelor,Fair,1.68,66.46,23.55,1,1,O-,1,Never,2023-08-23,thomas.johnson@hotmail.com,+14628386886,Dairy,648,1,0
163,"Raymond Jackson",47,Non-binary,1978-06-01,"Abu Dhabi","United Arab Emirates",108249.82,108.25,Widowed,Self-employed,1,Master,Poor,NULL,88.80,NULL,0,0,O+,1,Often,2022-08-03,raymond.jackson@gmail.com,+971144700383,Shellfish,848,1,1
164,"Emily Sullivan",32,Female,1993-10-28,Tokyo,Japan,75369.74,75.37,Widowed,Employed,2,Master,Excellent,1.56,52.28,21.48,0,0,AB-,1,Often,2022-02-21,emily.sullivan@gmail.com,NULL,Shellfish,832,1,1
165,"Nathaniel Anderson",66,Male,1959-02-22,Dubai,"United Arab Emirates",135977.14,135.98,Single,Retired,0,Bachelor,Poor,1.61,59.93,23.12,0,0,AB-,1,Occasionally,2021-05-05,nathaniel.anderson@outlook.com,+971473668044,None,626,1,1
166,"Anna Terrell",47,Female,1978-11-06,Phoenix,"United States",99442.56,99.44,Divorced,Self-employed,3,NULL,Poor,1.76,61.78,19.94,0,0,A-,1,Occasionally,2023-12-07,anna.terrell@gmail.com,+12246586373,Nuts,595,1,1
167,"April Mullins DDS",NULL,Female,1964-07-07,Melbourne,Australia,129727.42,129.73,Married,NULL,0,Master,Fair,1.92,89.04,24.15,1,1,AB-,0,Occasionally,2021-06-27,april.dds@yahoo.com,+61464945447,None,650,0,1
168,"Larry Stark",29,Male,1996-08-14,Berlin,Germany,102812.29,102.81,Widowed,Self-employed,1,Master,Excellent,1.61,60.00,23.15,1,1,A-,0,Occasionally,2021-01-31,larry.stark@gmail.com,+494048787556,Shellfish,838,1,0
169,"Kyle Gibbs",75,Male,1950-10-10,Shanghai,China,129736.18,129.74,Divorced,Retired,0,NULL,Fair,1.99,85.66,21.63,1,1,A+,1,Rarely,2022-12-14,kyle.gibbs@hotmail.com,+8652363165133,Shellfish,635,1,0
170,"Gary Barrera",40,Male,1985-06-12,Osaka,Japan,58805.32,58.81,Single,Self-employed,0,Master,Poor,1.90,110.28,30.55,0,0,A+,1,Rarely,2023-09-18,gary.barrera@gmail.com,+819319859832,Dairy,784,0,1
171,"Thomas West",56,Male,1969-11-07,Osaka,Japan,41876.50,41.88,Divorced,Self-employed,5,Bachelor,Excellent,1.81,83.01,25.34,1,1,AB-,0,Often,2021-05-22,thomas.west@yahoo.com,+817754114819,Shellfish,385,0,1
172,"Sara Scott",69,Female,1956-05-31,Phoenix,"United States",54146.08,54.15,Widowed,Retired,0,Bachelor,Good,1.52,86.90,37.61,0,0,AB-,1,Never,2021-10-12,sara.scott@gmail.com,+16815933694,Dairy,499,1,0
173,"Christina Williams",70,Female,1955-03-22,Tokyo,Japan,83554.52,83.55,Single,Retired,2,PhD,Poor,1.60,116.97,45.69,0,NULL,AB+,1,Often,2020-10-26,christina.williams@yahoo.com,+815102234513,Dairy,463,0,1
174,"Lisa Lee",54,Female,1971-04-15,Melbourne,Australia,95950.35,95.95,Married,Unemployed,0,Bachelor,Fair,1.61,68.28,26.34,0,0,O+,0,Never,2023-01-27,lisa.lee@yahoo.com,+61661435451,Dairy,798,1,1
175,"John Bell",52,Male,1973-07-16,Tokyo,Japan,67981.18,67.98,Married,Self-employed,2,Master,Good,1.83,97.48,29.11,1,0,A-,0,Often,2023-03-12,john.bell@hotmail.com,+819362354768,Pollen,406,0,1
176,"Jacqueline Clark",55,Female,1970-10-07,Toronto,Canada,119674.07,119.67,Widowed,Self-employed,-5,NULL,Good,1.90,114.98,31.85,1,1,AB-,0,Occasionally,2022-11-24,jacqueline.clark@yahoo.com,+18725892928,Pollen,467,0,1
177,"Melissa Smith",25,Female,2000-02-13,Hamburg,Germany,123500.31,123.50,Single,Unemployed,0,Master,Excellent,1.85,92.40,27.00,1,0,O-,1,Often,2022-08-11,melissa.smith@outlook.com,+494683719385,Nuts,818,0,0
178,"Robert Larson",75,Non-binary,1950-12-07,"New York","United States",62523.69,62.52,Divorced,Retired,2,Bachelor,Poor,1.63,112.17,42.22,0,0,A+,0,Rarely,2021-03-22,robert.larson@hotmail.com,+13970293304,None,796,0,0
179,"Stephen Suarez",22,Male,2003-07-13,London,"United Kingdom",132139.62,132.14,Single,Self-employed,0,"High School",Fair,1.62,56.15,21.40,0,0,A-,0,Occasionally,2020-07-09,stephen.suarez@hotmail.com,+444735086209,Dairy,318,1,1
180,"Emily Garza",NULL,Female,1996-12-04,Munich,Germany,148374.64,148.37,Married,Employed,2,Master,Good,1.58,99.05,39.68,1,0,B+,0,Occasionally,2023-04-19,emily.garza@gmail.com,+490235189747,Shellfish,334,1,1
181,"Carlos Coleman",32,Non-binary,1993-03-03,Phoenix,"United States",48779.03,48.78,Married,NULL,4,Bachelor,Good,1.98,117.73,30.03,0,NULL,O+,0,Rarely,2021-05-05,carlos.coleman@gmail.com,+13280580180,Dairy,782,1,0
182,"Karen Sellers",61,Female,1964-12-08,Houston,"United States",75154.82,75.15,Divorced,Retired,3,Master,Excellent,1.71,92.92,31.78,1,1,AB+,0,Never,2020-02-02,karen.sellers@gmail.com,+17863220617,Nuts,641,1,0
183,"Frank Mccoy",56,Male,1969-07-06,Sydney,Australia,38050.78,38.05,Divorced,Self-employed,0,Master,Excellent,1.56,104.52,42.95,0,0,B-,1,Occasionally,2022-09-19,frank.mccoy@hotmail.com,+61796411140,None,742,1,1
184,"Deborah Moore",44,Female,1981-12-25,Birmingham,"United Kingdom",63535.05,63.54,Single,Self-employed,0,PhD,Excellent,1.66,91.65,33.26,1,1,B+,1,Rarely,2021-12-17,deborah.moore@yahoo.com,+449677879165,Nuts,744,0,1
185,"George Bautista",27,Male,1998-12-31,London,"United Kingdom",139278.24,139.28,Single,Employed,0,NULL,Poor,1.84,96.54,28.51,1,0,O+,1,Never,2023-08-16,george.bautista@yahoo.com,+446164869965,Shellfish,662,0,0
186,"David Fernandez",61,Male,1964-11-08,Phoenix,"United States",73193.56,73.19,Single,Retired,0,PhD,Poor,1.79,84.23,26.29,0,0,AB-,1,Never,2020-06-24,david.fernandez@gmail.com,+16779968928,Dairy,735,1,0
187,"Scott Rose",22,Male,2003-01-10,Tokyo,Japan,64677.42,64.68,Divorced,Employed,5,"High School",Excellent,1.81,50.51,15.42,0,0,O+,1,Rarely,2022-03-27,scott.rose@yahoo.com,+810630003516,Pollen,690,0,0
188,"Jessica Harrington",61,Female,1964-06-13,"Abu Dhabi","United Arab Emirates",101430.57,101.43,Single,Retired,0,PhD,Excellent,1.89,111.27,31.15,1,1,O+,0,Never,2020-01-11,jessica.harrington@yahoo.com,NULL,Nuts,540,0,0
189,"Guy Simmons",34,Male,1991-05-13,Osaka,Japan,130768.29,130.77,Widowed,Unemployed,0,Master,Excellent,1.92,119.84,32.51,0,0,O+,1,Often,2022-12-20,guy.simmons@gmail.com,+818191452256,Nuts,397,0,0
190,"Tammy Taylor",48,Non-binary,1977-08-20,Berlin,Germany,137332.14,137.33,Widowed,Employed,0,Bachelor,Poor,1.51,108.13,47.42,0,0,AB-,1,Never,2020-03-09,tammy.taylor@hotmail.com,+494878919242,None,845,1,0
191,"Jimmy Carey",73,"Prefer not to say",1952-12-27,Berlin,Germany,126459.59,126.46,Divorced,Retired,0,PhD,Good,1.80,58.57,18.08,0,0,AB-,1,Never,2020-04-13,jimmy.carey@gmail.com,+493109161724,None,753,0,0
192,"Jeffrey Johnson",47,Male,1978-12-05,Melbourne,Australia,77439.19,77.44,Divorced,Self-employed,0,PhD,Fair,1.84,55.38,16.36,0,0,AB-,0,Often,2020-11-17,NULL,+61419768305,None,452,0,0
193,"Kimberly Campbell",52,Female,1973-05-05,Chicago,"United States",32133.07,32.13,Married,Employed,3,PhD,Fair,1.97,54.70,14.09,1,1,B+,0,Often,2020-07-09,kimberly.campbell@outlook.com,+12267989235,Shellfish,373,0,1
194,"Colleen Frederick",68,Female,1957-06-21,"Chiang Mai",Thailand,83539.78,83.54,Single,Retired,0,PhD,Poor,1.66,NULL,NULL,0,0,O-,0,Occasionally,2021-11-10,colleen.frederick@gmail.com,+66153357541,Dairy,304,1,1
195,"Andrea Jackson",73,Female,1952-12-05,Manchester,"United Kingdom",52318.07,52.32,Widowed,Retired,0,PhD,Fair,1.90,94.13,26.07,0,0,B-,1,Never,2022-02-27,andrea.jackson@yahoo.com,+449250984104,Shellfish,715,0,1
196,"Melanie Johnson",35,Female,1990-12-18,Milan,Italy,130268.34,130.27,Widowed,Employed,5,Bachelor,Poor,1.81,84.89,25.91,0,NULL,B+,1,Often,2023-07-11,melanie.johnson@outlook.com,NULL,None,578,1,1
197,"Joan Miller",66,Female,1959-07-02,Munich,Germany,130194.52,130.19,Single,Retired,0,Bachelor,Good,1.82,89.15,26.91,1,1,AB-,0,Often,2021-01-18,joan.miller@outlook.com,+493085977082,Shellfish,731,1,1
198,"Jeffery Garrett",NULL,NULL,1982-01-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,jeffery.garrett@hotmail.com,NULL,NULL,NULL,NULL,NULL
199,"Javier Mitchell",34,Male,1991-05-27,Beijing,China,128276.23,128.28,Single,Unemployed,0,PhD,Excellent,1.79,NULL,NULL,0,0,B+,1,Never,2021-07-04,javier.mitchell@gmail.com,+8641667151592,Pollen,312,1,1
200,"Austin Bates",43,Male,1982-05-05,Singapore,Singapore,84130.43,84.13,Divorced,Employed,0,Bachelor,Good,1.81,90.78,27.71,0,0,O-,0,Often,2020-06-03,austin.bates@hotmail.com,+6557416855,None,719,0,1
201,"Angela Meyer",47,Non-binary,1978-03-04,Shanghai,China,60416.35,60.42,Divorced,NULL,0,PhD,Excellent,1.60,55.16,21.55,1,1,AB+,0,Often,2022-10-05,angela.meyer@outlook.com,+8686054022281,Shellfish,487,1,1
202,"James Perez",NULL,Male,1957-08-07,Bangkok,Thailand,31746.99,31.75,Married,Retired,0,PhD,Fair,1.69,75.83,26.55,0,0,B+,1,Occasionally,2023-11-20,james.perez@yahoo.com,NULL,Dairy,715,0,0
203,"Kimberly Kane",21,"Prefer not to say",2004-12-09,Paris,France,41203.38,41.20,Widowed,Employed,0,Bachelor,Fair,1.90,101.74,28.18,1,0,AB-,0,Rarely,2020-01-09,kimberly.kane@hotmail.com,+33180888364,Nuts,527,0,1
204,"David French",70,Male,1955-11-08,Toronto,Canada,106232.57,106.23,Divorced,Retired,4,PhD,Fair,1.83,66.91,19.98,1,0,B+,1,Occasionally,2020-04-21,NULL,+12064543096,Pollen,610,0,0
205,"Sheri Norton",48,Female,1977-11-17,Houston,"United States",139569.09,139.57,Widowed,Employed,1,NULL,Poor,1.71,NULL,NULL,1,0,AB-,0,Rarely,2020-03-14,sheri.norton@outlook.com,+17385615829,Dairy,612,1,0
206,"Tyler Smith",NULL,NULL,1992-03-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,tyler.smith@outlook.com,NULL,NULL,NULL,NULL,NULL
207,"Rachel Taylor",24,Non-binary,2001-10-27,Dubai,"United Arab Emirates",102001.06,102.00,Single,Self-employed,0,Bachelor,Fair,1.66,82.78,30.04,1,0,O+,1,Often,2021-06-27,rachel.taylor@outlook.com,+971662703032,None,491,1,0
208,"Craig Price",52,Male,1973-11-16,"Los Angeles","United States",102117.54,102.12,Single,Self-employed,0,Bachelor,Excellent,1.65,98.96,36.35,0,NULL,O+,1,Never,2023-05-14,craig.price@outlook.com,+14740047835,None,617,1,1
209,"Audrey Peterson",58,Female,1967-03-30,"Chiang Mai",Thailand,111264.83,111.26,Married,Unemployed,1,PhD,Poor,1.91,57.54,15.77,1,1,B-,0,Often,2023-02-24,audrey.peterson@gmail.com,+66522128743,None,338,0,1
210,"Connie Trevino",NULL,NULL,2004-08-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,connie.trevino@hotmail.com,NULL,NULL,NULL,NULL,NULL
211,"Jordan Smith",41,Male,1984-05-06,Vancouver,Canada,87276.68,87.28,Married,Self-employed,3,Bachelor,Excellent,1.74,105.43,34.82,0,0,A-,1,Never,2023-10-16,jordan.smith@hotmail.com,+10205147562,Pollen,590,1,1
212,"Taylor Bishop",NULL,Female,1980-09-17,Berlin,Germany,109653.55,109.65,Single,Employed,0,Master,Fair,1.69,94.84,33.21,1,0,O+,0,Often,2022-07-28,taylor.bishop@yahoo.com,+495511311163,Dairy,707,0,0
213,"Teresa Abbott",61,Non-binary,1964-01-15,Dubai,"United Arab Emirates",46832.90,46.83,Divorced,Retired,1,PhD,Good,1.76,114.89,37.09,1,1,A+,0,Never,2023-02-24,teresa.abbott@outlook.com,+971765069079,Dairy,415,0,0
214,"Kathleen Davis",20,Female,2005-08-14,"Abu Dhabi","United Arab Emirates",84747.12,84.75,Married,Self-employed,0,Bachelor,Poor,1.76,112.30,36.25,0,0,O+,0,Never,2020-09-28,kathleen.davis@yahoo.com,+971594472758,Shellfish,334,1,0
215,"Cynthia Young",57,Female,1968-09-01,Moscow,Russia,66150.13,66.15,Widowed,Employed,2,PhD,Poor,1.62,58.22,22.18,1,1,AB-,1,Occasionally,2022-01-02,cynthia.young@yahoo.com,+73278493111,Dairy,804,1,1
216,"Frederick Mitchell",54,Male,1971-02-24,Dubai,"United Arab Emirates",137441.12,137.44,Widowed,Unemployed,3,PhD,Poor,1.90,85.06,23.56,1,0,B+,0,Occasionally,2023-09-14,frederick.mitchell@hotmail.com,+971492117804,Shellfish,706,1,1
